model,series,h,regime,n,mspe_ratio,rmae,sr,pt_p,dm_p
moirai2_small,platinum_fut,1,ukraine,131,1.0521,1.025,0.481,0.681,0.893
moirai2_small,platinum_fut,5,ALL,2803,0.9966,1.0138,0.49,0.839,0.456
moirai2_small,platinum_fut,5,calm,2537,0.9899,1.0128,0.49,0.817,0.383
moirai2_small,platinum_fut,5,covid,135,1.0701,1.0268,0.481,0.655,0.955
moirai2_small,platinum_fut,5,ukraine,131,1.0122,1.0151,0.504,0.328,0.605
moirai2_small,platinum_fut,22,ALL,2803,1.0161,1.0211,0.507,0.172,0.64
moirai2_small,platinum_fut,22,calm,2537,1.0102,1.0203,0.508,0.132,0.582
moirai2_small,platinum_fut,22,covid,135,1.0511,1.0126,0.474,0.732,0.862
moirai2_small,platinum_fut,22,ukraine,131,1.1193,1.0521,0.519,0.42,0.679
moirai2_small,corn_fut,1,ALL,2802,1.1342,1.0435,0.488,0.685,1.0
moirai2_small,corn_fut,1,calm,2536,1.1272,1.0431,0.486,0.758,1.0
moirai2_small,corn_fut,1,covid,135,1.1413,1.0744,0.459,0.819,0.99
moirai2_small,corn_fut,1,ukraine,131,1.1611,1.0372,0.565,0.759,0.99
moirai2_small,corn_fut,5,ALL,2802,1.0824,1.0423,0.464,1.0,0.973
moirai2_small,corn_fut,5,calm,2536,1.0823,1.0406,0.457,1.0,0.961
moirai2_small,corn_fut,5,covid,135,1.0251,1.0144,0.511,0.469,0.735
moirai2_small,corn_fut,5,ukraine,131,1.0881,1.0661,0.55,0.063,0.79
moirai2_small,corn_fut,22,ALL,2802,1.1202,1.0672,0.459,1.0,0.98
moirai2_small,corn_fut,22,calm,2536,1.1438,1.0766,0.45,1.0,0.991
moirai2_small,corn_fut,22,covid,135,1.1033,1.0483,0.526,0.21,0.773
moirai2_small,corn_fut,22,ukraine,131,1.0468,1.0077,0.557,0.892,0.6
moirai2_small,wheat_fut,1,ALL,2804,1.0408,1.0298,0.49,0.452,0.99
moirai2_small,wheat_fut,1,calm,2538,1.051,1.0274,0.494,0.344,1.0
moirai2_small,wheat_fut,1,covid,135,1.0789,1.04,0.504,0.28,0.975
moirai2_small,wheat_fut,1,ukraine,131,1.0265,1.0398,0.412,0.902,0.762
moirai2_small,wheat_fut,5,ALL,2804,0.9892,1.0043,0.505,0.182,0.4
moirai2_small,wheat_fut,5,calm,2538,1.0198,1.0099,0.505,0.181,0.92
moirai2_small,wheat_fut,5,covid,135,1.0419,1.026,0.444,0.67,0.952
moirai2_small,wheat_fut,5,ukraine,131,0.9607,0.9728,0.565,0.077,0.317
moirai2_small,wheat_fut,22,ALL,2804,0.9646,0.9971,0.533,0.0,0.27
moirai2_small,wheat_fut,22,calm,2538,0.9917,0.9916,0.543,0.0,0.359
moirai2_small,wheat_fut,22,covid,135,1.0348,1.0247,0.378,0.94,0.814
moirai2_small,wheat_fut,22,ukraine,131,0.9379,1.0153,0.504,0.425,0.308
moirai2_small,soybean_fut,1,ALL,2804,1.1069,1.0437,0.504,0.129,1.0
moirai2_small,soybean_fut,1,calm,2538,1.0883,1.0405,0.502,0.164,1.0
moirai2_small,soybean_fut,1,covid,135,1.0435,1.0214,0.511,0.393,0.826
moirai2_small,soybean_fut,1,ukraine,131,1.1665,1.0734,0.534,0.431,0.999
moirai2_small,soybean_fut,5,ALL,2804,1.0415,1.0219,0.49,0.719,0.959
moirai2_small,soybean_fut,5,calm,2538,1.051,1.0245,0.488,0.791,0.977
moirai2_small,soybean_fut,5,covid,135,1.0357,1.0249,0.511,0.272,0.759
moirai2_small,soybean_fut,5,ukraine,131,1.0105,1.0001,0.519,0.445,0.566
moirai2_small,soybean_fut,22,ALL,2804,1.0857,1.0494,0.473,0.996,0.954
moirai2_small,soybean_fut,22,calm,2538,1.0862,1.0474,0.47,0.998,0.946
moirai2_small,soybean_fut,22,covid,135,1.1841,1.1087,0.504,0.08,0.906
moirai2_small,soybean_fut,22,ukraine,131,1.0735,1.058,0.511,0.782,0.657
